OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 21, 34, 52, 243515)), ('pm1_cf', 28), ('pm25_cf', 53), ('pm10_cf', 62), ('pm1', 24), ('pm25', 43), ('pm10', 55)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 21, 36, 0, 212239)), ('pm1_cf', 29), ('pm25_cf', 57), ('pm10_cf', 62), ('pm1', 25), ('pm25', 44), ('pm10', 55)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 21, 37, 7, 967249)), ('pm1_cf', 27), ('pm25_cf', 48), ('pm10_cf', 51), ('pm1', 23), ('pm25', 40), ('pm10', 48)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 21, 38, 16, 238374)), ('pm1_cf', 27), ('pm25_cf', 54), ('pm10_cf', 64), ('pm1', 24), ('pm25', 43), ('pm10', 56)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 21, 39, 25, 264470)), ('pm1_cf', 27), ('pm25_cf', 59), ('pm10_cf', 64), ('pm1', 23), ('pm25', 45), ('pm10', 56)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 21, 40, 33, 538581)), ('pm1_cf', 31), ('pm25_cf', 63), ('pm10_cf', 72), ('pm1', 26), ('pm25', 46), ('pm10', 60)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 21, 41, 42, 247358)), ('pm1_cf', 29), ('pm25_cf', 64), ('pm10_cf', 69), ('pm1', 25), ('pm25', 47), ('pm10', 59)])

OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 21, 43, 59, 622058)), ('pm1_cf', 33), ('pm25_cf', 63), ('pm10_cf', 79), ('pm1', 27), ('pm25', 47), ('pm10', 64)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 21, 45, 7, 949714)), ('pm1_cf', 32), ('pm25_cf', 60), ('pm10_cf', 66), ('pm1', 26), ('pm25', 45), ('pm10', 57)])

OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 21, 47, 26, 386914)), ('pm1_cf', 29), ('pm25_cf', 64), ('pm10_cf', 69), ('pm1', 25), ('pm25', 47), ('pm10', 59)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 21, 48, 34, 985551)), ('pm1_cf', 30), ('pm25_cf', 56), ('pm10_cf', 63), ('pm1', 25), ('pm25', 43), ('pm10', 55)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 21, 49, 43, 940202)), ('pm1_cf', 36), ('pm25_cf', 70), ('pm10_cf', 71), ('pm1', 28), ('pm25', 50), ('pm10', 60)])

OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 21, 52, 2, 708178)), ('pm1_cf', 33), ('pm25_cf', 66), ('pm10_cf', 81), ('pm1', 27), ('pm25', 48), ('pm10', 65)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 21, 53, 12, 235843)), ('pm1_cf', 29), ('pm25_cf', 60), ('pm10_cf', 68), ('pm1', 25), ('pm25', 46), ('pm10', 58)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 21, 54, 21, 461752)), ('pm1_cf', 32), ('pm25_cf', 63), ('pm10_cf', 78), ('pm1', 26), ('pm25', 46), ('pm10', 63)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 21, 55, 30, 774796)), ('pm1_cf', 33), ('pm25_cf', 59), ('pm10_cf', 69), ('pm1', 27), ('pm25', 45), ('pm10', 59)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 21, 56, 40, 20511)), ('pm1_cf', 30), ('pm25_cf', 61), ('pm10_cf', 68), ('pm1', 25), ('pm25', 45), ('pm10', 58)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 21, 57, 48, 622494)), ('pm1_cf', 29), ('pm25_cf', 58), ('pm10_cf', 67), ('pm1', 25), ('pm25', 44), ('pm10', 57)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 21, 58, 58, 75360)), ('pm1_cf', 31), ('pm25_cf', 64), ('pm10_cf', 72), ('pm1', 26), ('pm25', 47), ('pm10', 61)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 0, 7, 391592)), ('pm1_cf', 33), ('pm25_cf', 63), ('pm10_cf', 78), ('pm1', 27), ('pm25', 47), ('pm10', 63)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 1, 16, 975474)), ('pm1_cf', 35), ('pm25_cf', 64), ('pm10_cf', 72), ('pm1', 28), ('pm25', 47), ('pm10', 61)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 2, 26, 420287)), ('pm1_cf', 33), ('pm25_cf', 64), ('pm10_cf', 76), ('pm1', 27), ('pm25', 47), ('pm10', 62)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 3, 35, 885690)), ('pm1_cf', 36), ('pm25_cf', 68), ('pm10_cf', 74), ('pm1', 28), ('pm25', 49), ('pm10', 62)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 4, 45, 684872)), ('pm1_cf', 34), ('pm25_cf', 62), ('pm10_cf', 70), ('pm1', 28), ('pm25', 46), ('pm10', 60)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 5, 54, 859493)), ('pm1_cf', 33), ('pm25_cf', 63), ('pm10_cf', 70), ('pm1', 27), ('pm25', 46), ('pm10', 59)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 7, 4, 538801)), ('pm1_cf', 35), ('pm25_cf', 65), ('pm10_cf', 74), ('pm1', 28), ('pm25', 48), ('pm10', 62)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 8, 15, 2363)), ('pm1_cf', 33), ('pm25_cf', 65), ('pm10_cf', 76), ('pm1', 27), ('pm25', 47), ('pm10', 62)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 9, 24, 106770)), ('pm1_cf', 29), ('pm25_cf', 59), ('pm10_cf', 62), ('pm1', 25), ('pm25', 45), ('pm10', 55)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 10, 34, 264847)), ('pm1_cf', 31), ('pm25_cf', 62), ('pm10_cf', 71), ('pm1', 26), ('pm25', 46), ('pm10', 61)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 11, 43, 442030)), ('pm1_cf', 30), ('pm25_cf', 61), ('pm10_cf', 70), ('pm1', 25), ('pm25', 45), ('pm10', 59)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 12, 53, 980970)), ('pm1_cf', 30), ('pm25_cf', 62), ('pm10_cf', 68), ('pm1', 26), ('pm25', 46), ('pm10', 58)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 14, 4, 72917)), ('pm1_cf', 36), ('pm25_cf', 68), ('pm10_cf', 81), ('pm1', 28), ('pm25', 49), ('pm10', 65)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 15, 14, 502395)), ('pm1_cf', 35), ('pm25_cf', 65), ('pm10_cf', 80), ('pm1', 28), ('pm25', 48), ('pm10', 64)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 16, 25, 165768)), ('pm1_cf', 31), ('pm25_cf', 66), ('pm10_cf', 80), ('pm1', 26), ('pm25', 48), ('pm10', 64)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 17, 34, 702370)), ('pm1_cf', 31), ('pm25_cf', 69), ('pm10_cf', 88), ('pm1', 26), ('pm25', 49), ('pm10', 68)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 18, 44, 381670)), ('pm1_cf', 34), ('pm25_cf', 68), ('pm10_cf', 76), ('pm1', 28), ('pm25', 49), ('pm10', 62)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 19, 54, 616207)), ('pm1_cf', 32), ('pm25_cf', 64), ('pm10_cf', 80), ('pm1', 27), ('pm25', 47), ('pm10', 64)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 21, 4, 776756)), ('pm1_cf', 33), ('pm25_cf', 64), ('pm10_cf', 78), ('pm1', 27), ('pm25', 47), ('pm10', 63)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 22, 15, 585716)), ('pm1_cf', 37), ('pm25_cf', 71), ('pm10_cf', 82), ('pm1', 29), ('pm25', 50), ('pm10', 65)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 23, 26, 34834)), ('pm1_cf', 37), ('pm25_cf', 72), ('pm10_cf', 80), ('pm1', 29), ('pm25', 50), ('pm10', 64)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 24, 36, 700499)), ('pm1_cf', 35), ('pm25_cf', 69), ('pm10_cf', 81), ('pm1', 28), ('pm25', 49), ('pm10', 65)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 25, 47, 434546)), ('pm1_cf', 34), ('pm25_cf', 71), ('pm10_cf', 82), ('pm1', 27), ('pm25', 49), ('pm10', 65)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 26, 58, 31734)), ('pm1_cf', 35), ('pm25_cf', 70), ('pm10_cf', 76), ('pm1', 28), ('pm25', 50), ('pm10', 62)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 28, 8, 558466)), ('pm1_cf', 32), ('pm25_cf', 63), ('pm10_cf', 76), ('pm1', 26), ('pm25', 46), ('pm10', 62)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 29, 19, 513488)), ('pm1_cf', 37), ('pm25_cf', 71), ('pm10_cf', 86), ('pm1', 29), ('pm25', 50), ('pm10', 67)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 30, 29, 610618)), ('pm1_cf', 38), ('pm25_cf', 71), ('pm10_cf', 73), ('pm1', 29), ('pm25', 50), ('pm10', 61)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 31, 40, 829954)), ('pm1_cf', 33), ('pm25_cf', 65), ('pm10_cf', 80), ('pm1', 27), ('pm25', 48), ('pm10', 64)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 32, 51, 282931)), ('pm1_cf', 35), ('pm25_cf', 73), ('pm10_cf', 81), ('pm1', 28), ('pm25', 51), ('pm10', 65)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 34, 2, 503785)), ('pm1_cf', 34), ('pm25_cf', 65), ('pm10_cf', 82), ('pm1', 28), ('pm25', 48), ('pm10', 65)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 35, 12, 885971)), ('pm1_cf', 35), ('pm25_cf', 74), ('pm10_cf', 85), ('pm1', 28), ('pm25', 51), ('pm10', 67)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 36, 23, 827740)), ('pm1_cf', 36), ('pm25_cf', 67), ('pm10_cf', 71), ('pm1', 28), ('pm25', 48), ('pm10', 60)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 37, 35, 266934)), ('pm1_cf', 34), ('pm25_cf', 65), ('pm10_cf', 77), ('pm1', 27), ('pm25', 47), ('pm10', 62)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 38, 46, 421502)), ('pm1_cf', 35), ('pm25_cf', 67), ('pm10_cf', 76), ('pm1', 28), ('pm25', 48), ('pm10', 62)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 39, 57, 292073)), ('pm1_cf', 37), ('pm25_cf', 72), ('pm10_cf', 81), ('pm1', 29), ('pm25', 50), ('pm10', 65)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 41, 8, 666206)), ('pm1_cf', 38), ('pm25_cf', 69), ('pm10_cf', 78), ('pm1', 29), ('pm25', 49), ('pm10', 63)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 42, 20, 185103)), ('pm1_cf', 38), ('pm25_cf', 75), ('pm10_cf', 83), ('pm1', 29), ('pm25', 51), ('pm10', 66)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 43, 31, 968961)), ('pm1_cf', 35), ('pm25_cf', 72), ('pm10_cf', 85), ('pm1', 28), ('pm25', 50), ('pm10', 67)])

OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 45, 55, 818442)), ('pm1_cf', 32), ('pm25_cf', 64), ('pm10_cf', 75), ('pm1', 27), ('pm25', 47), ('pm10', 62)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 47, 7, 318497)), ('pm1_cf', 38), ('pm25_cf', 72), ('pm10_cf', 86), ('pm1', 29), ('pm25', 50), ('pm10', 66)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 48, 19, 112427)), ('pm1_cf', 37), ('pm25_cf', 70), ('pm10_cf', 81), ('pm1', 28), ('pm25', 49), ('pm10', 64)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 49, 31, 48609)), ('pm1_cf', 35), ('pm25_cf', 73), ('pm10_cf', 90), ('pm1', 27), ('pm25', 50), ('pm10', 68)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 50, 43, 322311)), ('pm1_cf', 36), ('pm25_cf', 71), ('pm10_cf', 80), ('pm1', 28), ('pm25', 50), ('pm10', 63)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 51, 55, 253772)), ('pm1_cf', 32), ('pm25_cf', 66), ('pm10_cf', 86), ('pm1', 27), ('pm25', 48), ('pm10', 67)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 53, 6, 851980)), ('pm1_cf', 36), ('pm25_cf', 78), ('pm10_cf', 93), ('pm1', 28), ('pm25', 52), ('pm10', 70)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 54, 19, 787621)), ('pm1_cf', 37), ('pm25_cf', 74), ('pm10_cf', 87), ('pm1', 29), ('pm25', 51), ('pm10', 67)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 55, 32, 195543)), ('pm1_cf', 38), ('pm25_cf', 76), ('pm10_cf', 86), ('pm1', 29), ('pm25', 51), ('pm10', 66)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 56, 44, 557615)), ('pm1_cf', 38), ('pm25_cf', 76), ('pm10_cf', 91), ('pm1', 29), ('pm25', 52), ('pm10', 69)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 57, 56, 435129)), ('pm1_cf', 35), ('pm25_cf', 76), ('pm10_cf', 93), ('pm1', 27), ('pm25', 51), ('pm10', 69)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 22, 59, 8, 794833)), ('pm1_cf', 35), ('pm25_cf', 73), ('pm10_cf', 86), ('pm1', 28), ('pm25', 51), ('pm10', 67)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 0, 21, 763669)), ('pm1_cf', 37), ('pm25_cf', 72), ('pm10_cf', 83), ('pm1', 29), ('pm25', 50), ('pm10', 66)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 1, 34, 396259)), ('pm1_cf', 36), ('pm25_cf', 75), ('pm10_cf', 86), ('pm1', 28), ('pm25', 51), ('pm10', 67)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 2, 47, 205018)), ('pm1_cf', 38), ('pm25_cf', 66), ('pm10_cf', 83), ('pm1', 29), ('pm25', 48), ('pm10', 65)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 4, 0, 287751)), ('pm1_cf', 37), ('pm25_cf', 77), ('pm10_cf', 88), ('pm1', 29), ('pm25', 52), ('pm10', 68)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 5, 13, 289015)), ('pm1_cf', 38), ('pm25_cf', 71), ('pm10_cf', 79), ('pm1', 29), ('pm25', 50), ('pm10', 64)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 6, 26, 969413)), ('pm1_cf', 35), ('pm25_cf', 74), ('pm10_cf', 85), ('pm1', 27), ('pm25', 51), ('pm10', 65)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 7, 41, 156537)), ('pm1_cf', 38), ('pm25_cf', 79), ('pm10_cf', 90), ('pm1', 29), ('pm25', 53), ('pm10', 69)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 8, 54, 785411)), ('pm1_cf', 37), ('pm25_cf', 70), ('pm10_cf', 78), ('pm1', 29), ('pm25', 50), ('pm10', 63)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 10, 8, 552362)), ('pm1_cf', 34), ('pm25_cf', 68), ('pm10_cf', 86), ('pm1', 27), ('pm25', 48), ('pm10', 66)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 11, 21, 331356)), ('pm1_cf', 36), ('pm25_cf', 75), ('pm10_cf', 85), ('pm1', 28), ('pm25', 51), ('pm10', 66)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 12, 34, 671590)), ('pm1_cf', 34), ('pm25_cf', 65), ('pm10_cf', 80), ('pm1', 28), ('pm25', 48), ('pm10', 64)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 13, 47, 727416)), ('pm1_cf', 35), ('pm25_cf', 72), ('pm10_cf', 86), ('pm1', 27), ('pm25', 50), ('pm10', 66)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 15, 1, 150705)), ('pm1_cf', 39), ('pm25_cf', 71), ('pm10_cf', 84), ('pm1', 29), ('pm25', 50), ('pm10', 66)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 16, 15, 46958)), ('pm1_cf', 35), ('pm25_cf', 65), ('pm10_cf', 72), ('pm1', 28), ('pm25', 48), ('pm10', 61)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 17, 28, 334069)), ('pm1_cf', 36), ('pm25_cf', 70), ('pm10_cf', 79), ('pm1', 28), ('pm25', 49), ('pm10', 63)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 18, 42, 288478)), ('pm1_cf', 31), ('pm25_cf', 67), ('pm10_cf', 81), ('pm1', 26), ('pm25', 48), ('pm10', 65)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 19, 56, 463047)), ('pm1_cf', 35), ('pm25_cf', 69), ('pm10_cf', 78), ('pm1', 27), ('pm25', 49), ('pm10', 63)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 21, 10, 984246)), ('pm1_cf', 37), ('pm25_cf', 80), ('pm10_cf', 94), ('pm1', 29), ('pm25', 53), ('pm10', 70)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 22, 25, 84037)), ('pm1_cf', 35), ('pm25_cf', 72), ('pm10_cf', 80), ('pm1', 27), ('pm25', 50), ('pm10', 64)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 23, 39, 403971)), ('pm1_cf', 39), ('pm25_cf', 73), ('pm10_cf', 92), ('pm1', 30), ('pm25', 51), ('pm10', 70)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 24, 53, 700732)), ('pm1_cf', 36), ('pm25_cf', 69), ('pm10_cf', 77), ('pm1', 28), ('pm25', 49), ('pm10', 63)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 26, 7, 948729)), ('pm1_cf', 35), ('pm25_cf', 72), ('pm10_cf', 81), ('pm1', 28), ('pm25', 50), ('pm10', 65)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 27, 22, 264664)), ('pm1_cf', 38), ('pm25_cf', 75), ('pm10_cf', 83), ('pm1', 29), ('pm25', 51), ('pm10', 66)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 28, 35, 863110)), ('pm1_cf', 36), ('pm25_cf', 69), ('pm10_cf', 84), ('pm1', 28), ('pm25', 49), ('pm10', 66)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 29, 50, 246051)), ('pm1_cf', 34), ('pm25_cf', 69), ('pm10_cf', 73), ('pm1', 28), ('pm25', 49), ('pm10', 61)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 31, 5, 185980)), ('pm1_cf', 34), ('pm25_cf', 73), ('pm10_cf', 86), ('pm1', 28), ('pm25', 51), ('pm10', 67)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 32, 20, 632090)), ('pm1_cf', 36), ('pm25_cf', 72), ('pm10_cf', 80), ('pm1', 28), ('pm25', 50), ('pm10', 64)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 33, 34, 887327)), ('pm1_cf', 35), ('pm25_cf', 68), ('pm10_cf', 89), ('pm1', 27), ('pm25', 48), ('pm10', 68)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 34, 50, 243515)), ('pm1_cf', 36), ('pm25_cf', 69), ('pm10_cf', 76), ('pm1', 28), ('pm25', 49), ('pm10', 62)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 36, 5, 260437)), ('pm1_cf', 37), ('pm25_cf', 79), ('pm10_cf', 84), ('pm1', 29), ('pm25', 53), ('pm10', 66)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 37, 19, 630393)), ('pm1_cf', 33), ('pm25_cf', 71), ('pm10_cf', 84), ('pm1', 27), ('pm25', 49), ('pm10', 66)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 38, 34, 555743)), ('pm1_cf', 33), ('pm25_cf', 71), ('pm10_cf', 81), ('pm1', 27), ('pm25', 50), ('pm10', 65)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 39, 50, 339950)), ('pm1_cf', 33), ('pm25_cf', 74), ('pm10_cf', 85), ('pm1', 27), ('pm25', 51), ('pm10', 67)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 41, 4, 880454)), ('pm1_cf', 38), ('pm25_cf', 71), ('pm10_cf', 88), ('pm1', 29), ('pm25', 50), ('pm10', 68)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 42, 20, 110389)), ('pm1_cf', 36), ('pm25_cf', 75), ('pm10_cf', 95), ('pm1', 28), ('pm25', 51), ('pm10', 71)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 43, 35, 682439)), ('pm1_cf', 35), ('pm25_cf', 71), ('pm10_cf', 86), ('pm1', 27), ('pm25', 49), ('pm10', 66)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 44, 51, 460553)), ('pm1_cf', 35), ('pm25_cf', 66), ('pm10_cf', 81), ('pm1', 28), ('pm25', 48), ('pm10', 65)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 46, 7, 171168)), ('pm1_cf', 33), ('pm25_cf', 71), ('pm10_cf', 87), ('pm1', 27), ('pm25', 50), ('pm10', 67)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 47, 22, 812285)), ('pm1_cf', 39), ('pm25_cf', 76), ('pm10_cf', 89), ('pm1', 30), ('pm25', 52), ('pm10', 68)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 48, 38, 790036)), ('pm1_cf', 34), ('pm25_cf', 67), ('pm10_cf', 84), ('pm1', 28), ('pm25', 48), ('pm10', 66)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 49, 54, 408573)), ('pm1_cf', 36), ('pm25_cf', 69), ('pm10_cf', 82), ('pm1', 28), ('pm25', 49), ('pm10', 65)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 51, 10, 213684)), ('pm1_cf', 40), ('pm25_cf', 78), ('pm10_cf', 91), ('pm1', 30), ('pm25', 52), ('pm10', 69)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 52, 26, 67740)), ('pm1_cf', 36), ('pm25_cf', 68), ('pm10_cf', 87), ('pm1', 28), ('pm25', 49), ('pm10', 67)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 53, 41, 494290)), ('pm1_cf', 36), ('pm25_cf', 71), ('pm10_cf', 86), ('pm1', 28), ('pm25', 50), ('pm10', 67)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 54, 58, 188635)), ('pm1_cf', 36), ('pm25_cf', 76), ('pm10_cf', 85), ('pm1', 28), ('pm25', 52), ('pm10', 67)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 56, 14, 961646)), ('pm1_cf', 34), ('pm25_cf', 68), ('pm10_cf', 83), ('pm1', 28), ('pm25', 49), ('pm10', 66)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 57, 30, 890110)), ('pm1_cf', 36), ('pm25_cf', 72), ('pm10_cf', 82), ('pm1', 28), ('pm25', 50), ('pm10', 65)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 21, 23, 58, 46, 744821)), ('pm1_cf', 38), ('pm25_cf', 71), ('pm10_cf', 79), ('pm1', 29), ('pm25', 50), ('pm10', 64)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 22, 0, 0, 3, 491580)), ('pm1_cf', 35), ('pm25_cf', 73), ('pm10_cf', 82), ('pm1', 27), ('pm25', 50), ('pm10', 65)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 22, 0, 1, 22, 928941)), ('pm1_cf', 35), ('pm25_cf', 71), ('pm10_cf', 78), ('pm1', 28), ('pm25', 50), ('pm10', 63)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 22, 0, 2, 40, 184299)), ('pm1_cf', 36), ('pm25_cf', 71), ('pm10_cf', 81), ('pm1', 28), ('pm25', 49), ('pm10', 64)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 22, 0, 3, 56, 257322)), ('pm1_cf', 35), ('pm25_cf', 72), ('pm10_cf', 83), ('pm1', 28), ('pm25', 50), ('pm10', 66)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 22, 0, 5, 12, 264559)), ('pm1_cf', 39), ('pm25_cf', 80), ('pm10_cf', 101), ('pm1', 30), ('pm25', 53), ('pm10', 73)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 22, 0, 6, 29, 643287)), ('pm1_cf', 37), ('pm25_cf', 74), ('pm10_cf', 83), ('pm1', 29), ('pm25', 51), ('pm10', 66)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 22, 0, 7, 46, 414708)), ('pm1_cf', 37), ('pm25_cf', 74), ('pm10_cf', 87), ('pm1', 28), ('pm25', 50), ('pm10', 67)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 22, 0, 9, 3, 183847)), ('pm1_cf', 36), ('pm25_cf', 75), ('pm10_cf', 82), ('pm1', 28), ('pm25', 51), ('pm10', 65)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 22, 0, 10, 20, 819340)), ('pm1_cf', 37), ('pm25_cf', 70), ('pm10_cf', 82), ('pm1', 28), ('pm25', 49), ('pm10', 65)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 22, 0, 11, 38, 434789)), ('pm1_cf', 39), ('pm25_cf', 78), ('pm10_cf', 91), ('pm1', 30), ('pm25', 52), ('pm10', 69)])
OrderedDict([('DateTime', datetime.datetime(2020, 10, 22, 0, 12, 56, 194847)), ('pm1_cf', 35), ('pm25_cf', 73), ('pm10_cf', 85), ('pm1', 28), ('pm25', 51), ('pm10', 67)])
